car_id,car_number,car_model,car_type,transmission,drive_unit,engine_capacity,engine_volume,fuel_type,car_color,price
4448,С169НУ_25,Toyota RAV4 III (XA30),внедорожник,автомат,полный,152,2.0,бензин,чёрный,1730324
4449,Н907ММ_13,Volvo XC90 I Рестайлинг,внедорожник,автомат,полный,185,2.4,дизель,чёрный,12498000
4450,У415ТК_53,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,пурпурный,1200000
4451,Р902КВ_51,Audi A4 IV (B8),седан,вариатор,передний,160,1.8,бензин,белый,1479500
4452,Р708СВ_43,Opel Astra H Рестайлинг,седан,автомат,передний,140,1.8,бензин,белый,919000
4453,А270ВО_45,Skoda Octavia II (A5) Рестайлинг,лифтбек,механика,передний,102,1.6,бензин,синий,1195000
4454,Е733ХТ_88,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,синий,1135000
4455,У282ОС_50,Opel Antara I Рестайлинг,внедорожник,автомат,полный,184,2.2,дизель,пурпурный,1435000
4456,У548ЕР_11,Nissan Juke I,внедорожник,вариатор,передний,117,1.6,бензин,белый,790000
4457,Е105СР_12,BMW 1 серии 118i II (F20/F21),хэтчбек,автомат,задний,170,1.6,бензин,серый,495000
4458,В698ОА_88,Mercedes-Benz GL-Класс 500 II (X166),внедорожник,автомат,полный,435,4.7,бензин,белый,699000
4459,В195ТВ_25,LADA (ВАЗ) Vesta SW Cross I,универсал,механика,передний,122,1.8,бензин,серый,1059000
4460,Х817ЕА_54,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,1359000
4461,В425НМ_60,Hyundai H-1 II Рестайлинг,минивэн,механика,задний,116,2.5,дизель,чёрный,949000
4462,О964НС_51,Volvo XC90 I Рестайлинг,внедорожник,автомат,полный,238,3.2,бензин,чёрный,847000
4463,О303НУ_16,Volvo XC90 I,внедорожник,автомат,полный,210,2.5,бензин,серый,635000
4464,К245ОХ_40,Jeep Grand Cherokee IV (WK2) Рестайлинг,внедорожник,автомат,полный,243,3.0,дизель,белый,4000000
4465,Р017УУ_02,Nissan X-Trail III Рестайлинг,внедорожник,механика,передний,144,2.0,бензин,серый,1628000
4466,К825АЕ_86,Nissan Teana II Рестайлинг,седан,вариатор,полный,167,2.5,бензин,чёрный,1994000
4467,Р122ОР_17,Ford Focus II,седан,механика,передний,145,2.0,бензин,синий,870000
4468,Т817ХВ_79,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,чёрный,299000
4469,М673ВК_63,Rolls-Royce Phantom VII Рестайлинг (Series II),купе,автомат,задний,460,6.8,бензин,чёрный,1060000
4470,Е455ТА_24,Volkswagen Passat CC I Рестайлинг,седан,робот,передний,210,2.0,бензин,чёрный,1360000
4471,К167НО_78,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,чёрный,1200000
4472,У569ВР_20,Volkswagen Polo V Рестайлинг,седан,механика,передний,90,1.6,бензин,серый,974000
4473,Р668АА_11,Rolls-Royce Wraith,купе,автомат,задний,632,6.6,бензин,серый,1274000
4474,Т863УА_96,Subaru Impreza WRX II,универсал,механика,полный,225,2.0,бензин,синий,535000
4475,В992РР_28,Mitsubishi Lancer IX Рестайлинг,седан,автомат,передний,98,1.6,бензин,пурпурный,19000000
4476,Н152ЕА_87,Mercedes-Benz 190 (W201),седан,механика,задний,105,2.0,бензин,чёрный,520000
4477,В901ВН_94,Volvo S80 II Рестайлинг 2,седан,автомат,передний,245,2.0,бензин,чёрный,280000
4478,Т389АС_09,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,чёрный,88000
4479,М590МЕ_84,Dodge Challenger SRT Hellcat III Рестайлинг 2,купе,автомат,задний,717,6.2,бензин,чёрный,1870000
4480,О988ОЕ_75,Mercedes-Benz GL-Класс 500 II (X166),внедорожник,автомат,полный,435,4.7,бензин,белый,1085000
4481,Р515РМ_01,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,1385000
4482,У050ОТ_55,BMW 7 серии Long 740Ld xDrive VI (G11/G12),седан,автомат,полный,320,3.0,дизель,чёрный,6270000
4483,Е128РС_10,BMW X7 30d I (G07),внедорожник,автомат,полный,249,3.0,дизель,чёрный,2533000
4484,К152МТ_89,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,белый,1430324
4485,М925АМ_31,Audi Q5 II (FY),внедорожник,робот,полный,249,2.0,бензин,синий,1730324
4486,В594МР_14,Москвич 400 400-420,седан,механика,задний,23,1.1,бензин,синий,4435000
4487,О503МА_84,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,белый,7200000
4488,Н870РН_14,Mercedes-Benz V-Класс XL 220 d экстра длинный II,минивэн,автомат,полный,163,2.1,дизель,чёрный,1479500
4489,А101ХМ_32,Mercedes-Benz CLK-Класс 230 I (W208),купе,автомат,задний,193,2.3,бензин,пурпурный,3109000
4490,М375ВТ_56,BMW 5 серии Gran Turismo 535d xDrive VI (F10/F11/F07),лифтбек,автомат,полный,300,3.0,дизель,чёрный,3000000
4491,Н633ЕХ_74,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,1135000
4492,О075АА_66,Nissan Juke I,внедорожник,вариатор,передний,117,1.6,бензин,белый,1435000
4493,У495НТ_35,LADA (ВАЗ) 2121 (4x4) I Рестайлинг,внедорожник,механика,полный,83,1.7,бензин,синий,13498000
4494,В198УЕ_41,LADA (ВАЗ) 2121 (4x4) Рысь I Рестайлинг,внедорожник,механика,полный,83,1.7,бензин,синий,300000
4495,Р432ТН_15,Mercedes-Benz GLS AMG 63 AMG I (X166),внедорожник,автомат,полный,585,5.5,бензин,белый,1475000
4496,М911ХЕ_57,Mercedes-Benz G-Класс AMG 65 AMG I (W463) Рестайлинг 2,внедорожник,автомат,полный,612,6.0,бензин,чёрный,1059000
4497,Е711ЕУ_61,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,чёрный,1359000
4498,К621ВК_93,Audi A4 V (B9),седан,робот,полный,249,2.0,бензин,чёрный,847000
4499,К769СХ_36,Audi A4 IV (B8),седан,вариатор,передний,160,1.8,бензин,белый,290000
4500,Е943СО_42,Volvo XC90 I,внедорожник,автомат,полный,210,2.5,бензин,чёрный,635000
4501,В709АМ_87,Jeep Grand Cherokee IV (WK2) Рестайлинг,внедорожник,автомат,полный,243,3.0,дизель,белый,4000000
4502,А190СВ_51,Nissan X-Trail III Рестайлинг,внедорожник,механика,передний,144,2.0,бензин,пурпурный,1628000
4503,С676ТМ_35,Nissan Teana II Рестайлинг,седан,вариатор,полный,167,2.5,бензин,чёрный,1994000
4504,С512РХ_66,Subaru Impreza WRX II,универсал,механика,полный,225,2.0,бензин,синий,870000
4505,Н204ОН_45,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,пурпурный,520000
4506,М224ВХ_30,Ford Focus II,седан,механика,передний,145,2.0,бензин,синий,1060000
4507,В419ОМ_34,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,чёрный,1360000
4508,С593СТ_67,Honda Accord Type-S Type S VIII,седан,автомат,передний,201,2.4,бензин,синий,299000
4509,Е992ОК_77,SsangYong Kyron I Рестайлинг,внедорожник,механика,полный,150,2.3,бензин,пурпурный,974000
4510,Т969ЕР_64,Rolls-Royce Phantom VII Рестайлинг (Series II),купе,автомат,задний,460,6.8,бензин,чёрный,1274000
4511,О253СК_01,Volkswagen Jetta V,седан,автомат,передний,102,1.6,бензин,серый,685000
4512,У888ХН_65,Volkswagen Polo V Рестайлинг,седан,механика,передний,90,1.6,бензин,пурпурный,365000
4513,Е893РА_22,Hyundai Solaris I,седан,механика,передний,123,1.6,бензин,чёрный,373800
4514,Р173ВК_01,LADA (ВАЗ) 2121 (4x4) Рысь I Рестайлинг,внедорожник,механика,полный,83,1.7,бензин,синий,535000
4515,У837РК_76,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,579000
4516,В014СТ_73,Nissan Murano I (Z50),внедорожник,вариатор,полный,234,3.5,бензин,белый,519000
4517,Р448ОН_36,Kia Carnival II,минивэн,автомат,передний,189,2.7,бензин,белый,1085000
4518,У171ТО_37,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,чёрный,1385000
4519,Х510ТЕ_97,ЗАЗ 965,седан,механика,задний,27,0.9,бензин,белый,474000
4520,Е312ХК_22,Volkswagen Passat CC I Рестайлинг,седан,робот,передний,210,2.0,бензин,чёрный,849000
4521,Х554ОВ_41,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,чёрный,1430324
4522,В091КХ_13,Opel Corsa D,хэтчбек,автомат,передний,90,1.4,бензин,чёрный,1730324
4523,Н829СУ_74,Hyundai Getz I,хэтчбек,автомат,передний,82,1.3,бензин,пурпурный,70000
4524,Т854РХ_75,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,серый,1200000
4525,В709ВО_84,Mercedes-Benz GL-Класс 500 II (X166),внедорожник,автомат,полный,435,4.7,бензин,белый,1479500
4526,О608ОС_94,Chevrolet Cruze I Рестайлинг,хэтчбек,автомат,передний,109,1.6,бензин,белый,390000
4527,У656ХК_27,Mercedes-Benz G-Класс AMG 65 AMG I (W463) Рестайлинг 2,внедорожник,автомат,полный,612,6.0,бензин,чёрный,250000
4528,Е577НО_35,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,1135000
4529,Е537АК_67,Kia Optima IV,седан,автомат,передний,188,2.4,бензин,белый,1435000
